BCPS_Ministry_Group,Des_Grp,Employee_Type,Variable_Type,Occupation_Type,Occupation_Region_Group,DesGrp_Count_ORG,NonDesGrp_Count_ORG,Total_Count_ORG,DesGrp_Percent_ORG,DesGrp_Percent_AvailableWorkforce,DesGrp_Count_Expected,DesGrp_Count_Shortfall
ENV,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",5,107,123,4.5,4.5,,
ENV,DIS,REG,Occupation,Management,Senior Managers,<3,S,23,<3,4.3,,
ENV,DIS,REG,Occupation,Management,Supervisors,<3,S,11,<3,13.9,,
ENV,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,3,49,52,5.8,3.8,,
ENV,DIS,REG,Occupation,NonManagement,Clerical Personnel,5,59,69,7.8,5.1,,
FIN,DIS,REG,Occupation,Management,Middle and Other Managers,8,288,306,2.7,4.3,13,5
FIN,DIS,REG,Occupation,Management,Professionals,19,462,493,4,5.4,26,7
FIN,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,4.5,,
FIN,DIS,REG,Occupation,Management,Senior Managers,S,S,73,S,4.3,,
FIN,DIS,REG,Occupation,Management,Supervisors,6,83,92,6.7,13.9,13,7
FIN,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,13,261,280,4.7,3.8,,
FIN,DIS,REG,Occupation,NonManagement,Clerical Personnel,S,S,86,S,5.1,,
FIN,DIS,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,3,<3,7.3,,
FLNRORD,DIS,REG,Occupation,Management,Middle and Other Managers,11,328,341,3.2,4.3,15,4
FLNRORD,DIS,REG,Occupation,Management,Professionals,94,2206,2364,4.1,5.4,127,33
FLNRORD,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",S,S,35,S,4.5,,
FLNRORD,DIS,REG,Occupation,Management,Senior Managers,<3,S,68,<3,4.3,,
FLNRORD,DIS,REG,Occupation,Management,Supervisors,5,75,84,6.3,13.9,12,7
FLNRORD,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,17,322,345,5,3.8,,
FLNRORD,DIS,REG,Occupation,NonManagement,Clerical Personnel,S,S,268,S,5.1,,
FLNRORD,DIS,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,7.4,,
FLNRORD,DIS,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,5.3,,
GCPE,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,79,<3,4.3,,
GCPE,DIS,REG,Occupation,Management,Professionals,S,S,191,S,5.4,,
GCPE,DIS,REG,Occupation,Management,Senior Managers,<3,S,6,<3,4.3,,
GCPE,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,9,<3,3.8,,
GCPE,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,6,<3,5.1,,
HLTH,DIS,REG,Occupation,Management,Middle and Other Managers,5,128,134,3.8,4.3,,
HLTH,DIS,REG,Occupation,Management,Professionals,24,379,414,6,5.4,,
HLTH,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,7,<3,4.5,,
HLTH,DIS,REG,Occupation,Management,Senior Managers,<3,S,52,<3,4.3,,
HLTH,DIS,REG,Occupation,Management,Supervisors,<3,S,49,<3,13.9,,x
HLTH,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,19,293,314,6.1,3.8,,
HLTH,DIS,REG,Occupation,NonManagement,Clerical Personnel,S,S,202,S,5.1,,
HLTH,DIS,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,1,<3,7.3,,
IRR,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,59,<3,4.3,,
IRR,DIS,REG,Occupation,Management,Professionals,S,S,50,S,5.4,,
IRR,DIS,REG,Occupation,Management,Senior Managers,<3,S,18,<3,4.3,,
IRR,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,4,55,60,6.8,3.8,,
IRR,DIS,REG,Occupation,NonManagement,Clerical Personnel,3,18,21,14.3,5.1,,
JTT,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,95,S,4.3,,
JTT,DIS,REG,Occupation,Management,Professionals,<3,S,130,<3,5.4,,x
JTT,DIS,REG,Occupation,Management,Senior Managers,<3,S,29,<3,4.3,,
JTT,DIS,REG,Occupation,Management,Supervisors,<3,<3,1,<3,13.9,,
JTT,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,59,<3,3.8,,
JTT,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,20,<3,5.1,,
LBR,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,24,<3,4.3,,
LBR,DIS,REG,Occupation,Management,Professionals,S,S,88,S,5.4,,
LBR,DIS,REG,Occupation,Management,Senior Managers,<3,S,6,<3,4.3,,
LBR,DIS,REG,Occupation,Management,Supervisors,S,20,S,S,13.9,,
LBR,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,4,<3,3.8,,
LBR,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,33,<3,5.1,,
MAH,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,57,S,4.3,,
MAH,DIS,REG,Occupation,Management,Professionals,S,S,137,S,5.4,,
MAH,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,2,<3,4.5,,
MAH,DIS,REG,Occupation,Management,Senior Managers,<3,S,22,<3,4.3,,
MAH,DIS,REG,Occupation,Management,Supervisors,<3,S,7,<3,13.9,,
MAH,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,113,S,3.8,,
MAH,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,25,<3,5.1,,
MAH,DIS,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,7.4,,
MAH,DIS,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,5.3,,
MHA,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,9,<3,4.3,,
MHA,DIS,REG,Occupation,Management,Professionals,<3,S,12,<3,5.4,,
MHA,DIS,REG,Occupation,Management,Senior Managers,<3,S,8,<3,4.3,,
MHA,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,5,<3,3.8,,
MHA,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,3,<3,5.1,,
PGT,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,18,<3,4.3,,
PGT,DIS,REG,Occupation,Management,Professionals,<3,S,34,<3,5.4,,
PGT,DIS,REG,Occupation,Management,Senior Managers,<3,S,5,<3,4.3,,
PGT,DIS,REG,Occupation,Management,Supervisors,<3,<3,2,<3,13.9,,
PGT,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,124,S,3.8,,
PGT,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,52,<3,5.1,,
PO,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,19,<3,4.3,,
PO,DIS,REG,Occupation,Management,Professionals,<3,S,10,<3,5.4,,
PO,DIS,REG,Occupation,Management,Senior Managers,<3,S,13,<3,4.3,,
PO,DIS,REG,Occupation,Management,Supervisors,<3,<3,3,<3,13.9,,
PO,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,2,<3,3.8,,
PO,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,2,<3,5.1,,
PSSG,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,245,S,4.3,,x
PSSG,DIS,REG,Occupation,Management,Professionals,25,581,643,4.1,5.4,34,9
PSSG,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,22,<3,4.5,,
PSSG,DIS,REG,Occupation,Management,Senior Managers,<3,S,35,<3,4.3,,
PSSG,DIS,REG,Occupation,Management,Supervisors,<3,S,25,<3,13.9,,
PSSG,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,9,237,251,3.7,3.8,,
PSSG,DIS,REG,Occupation,NonManagement,Clerical Personnel,12,264,281,4.3,5.1,,
PSSG,DIS,REG,Occupation,NonManagement,Intermediate Sales & Service,51,1282,1552,3.8,5.7,89,38
SDPR,DIS,REG,Occupation,Management,Middle and Other Managers,6,163,171,3.6,4.3,,
SDPR,DIS,REG,Occupation,Management,Professionals,4,173,182,2.3,5.4,10,6
SDPR,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",77,685,786,10.1,4.5,,
SDPR,DIS,REG,Occupation,Management,Senior Managers,<3,S,22,<3,4.3,,
SDPR,DIS,REG,Occupation,Management,Supervisors,S,S,44,S,13.9,,x
SDPR,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,33,420,462,7.3,3.8,,
SDPR,DIS,REG,Occupation,NonManagement,Clerical Personnel,15,148,169,9.2,5.1,,
TAC,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,13,<3,4.3,,
TAC,DIS,REG,Occupation,Management,Professionals,<3,S,9,<3,5.4,,
TAC,DIS,REG,Occupation,Management,Senior Managers,<3,S,6,<3,4.3,,
TAC,DIS,REG,Occupation,Management,Supervisors,<3,<3,1,<3,13.9,,
TAC,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,27,<3,3.8,,
TAC,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,5,<3,5.1,,
TRAN,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,161,S,4.3,,x
TRAN,DIS,REG,Occupation,Management,Professionals,14,518,550,2.6,5.4,29,15
TRAN,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,33,<3,4.5,,
TRAN,DIS,REG,Occupation,Management,Senior Managers,<3,S,40,<3,4.3,,
TRAN,DIS,REG,Occupation,Management,Supervisors,<3,S,8,<3,13.9,,
TRAN,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,11,217,234,4.8,3.8,,
TRAN,DIS,REG,Occupation,NonManagement,Clerical Personnel,S,S,104,S,5.1,,
TRAN,DIS,REG,Occupation,NonManagement,Intermediate Sales & Service,9,139,155,6.1,5.7,,
TRAN,DIS,REG,Occupation,NonManagement,Manual Workers,<3,<3,1,<3,5.3,,
AEST,DIS,REG,Total,Total,Total,22,304,335,6.7,5.1,,
AG,DIS,REG,Total,Total,Total,113,2869,3122,3.8,5,156,43
AGRI,DIS,REG,Total,Total,Total,16,270,287,5.6,5.2,,
BCPSA,DIS,REG,Total,Total,Total,27,449,480,5.7,4.8,,
CFD,DIS,REG,Total,Total,Total,230,3809,4255,5.7,5.5,,
CITZ,DIS,REG,Total,Total,Total,80,1440,1557,5.3,5,,
EAO,DIS,REG,Total,Total,Total,5,75,80,6.3,4.7,,
EDUC,DIS,REG,Total,Total,Total,19,315,338,5.7,4.9,,
EMBC,DIS,REG,Total,Total,Total,3,123,128,2.4,4.8,6,3
EMPR,DIS,REG,Total,Total,Total,12,279,294,4.1,5.1,15,3
ENV,DIS,REG,Total,Total,Total,40,784,853,4.9,5.1,,
FIN,DIS,REG,Total,Total,Total,58,1239,1337,4.5,5.3,,
FLNRORD,DIS,REG,Total,Total,Total,155,3269,3511,4.5,5.3,185,30
GCPE,DIS,REG,Total,Total,Total,14,257,291,5.2,5,,
HLTH,DIS,REG,Total,Total,Total,72,1077,1173,6.3,5.1,,
IRR,DIS,REG,Total,Total,Total,14,193,208,6.8,4.5,,
JTT,DIS,REG,Total,Total,Total,5,318,334,1.5,4.7,16,11
LBR,DIS,REG,Total,Total,Total,10,165,178,5.7,6.2,,
MAH,DIS,REG,Total,Total,Total,18,341,369,5,4.8,,
MHA,DIS,REG,Total,Total,Total,<3,S,37,<3,4.6,,
PGT,DIS,REG,Total,Total,Total,11,210,235,5,4.4,,
PO,DIS,REG,Total,Total,Total,<3,S,49,<3,5.1,,x
PSSG,DIS,REG,Total,Total,Total,105,2679,3054,3.8,5.4,163,58
SDPR,DIS,REG,Total,Total,Total,139,1649,1836,7.8,4.7,,
TAC,DIS,REG,Total,Total,Total,5,56,61,8.2,4.5,,
TRAN,DIS,REG,Total,Total,Total,47,1204,1286,3.8,5,64,17
AEST,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),10,167,182,5.6,5.8,,
AEST,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),12,137,153,8.1,4.2,,
AG,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),42,1304,1414,3.1,5.3,75,33
AG,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),71,1565,1708,4.3,4.7,,
AGRI,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),11,214,226,4.9,5.4,,
AGRI,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),5,56,61,8.2,4.3,,
BCPSA,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),16,304,320,5,5,,
BCPSA,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),11,145,160,7.1,4.5,,
CFD,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),173,2922,3258,5.6,5.6,,
CFD,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),57,887,997,6,5,,
CITZ,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),42,717,771,5.5,5.6,,
CITZ,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),38,723,786,5,4.4,,
EAO,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,59,S,4.9,,
EAO,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,21,<3,4.4,,
EDUC,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),14,209,225,6.3,5.2,,
EDUC,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),5,106,113,4.5,4.2,,
EMBC,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,94,<3,5,,x
EMBC,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,34,<3,4.2,,
EMPR,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),7,218,227,3.1,5.4,12,5
EMPR,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),5,61,67,7.6,4.2,,
ENV,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),32,676,732,4.5,5.2,,
ENV,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),8,108,121,6.9,4.5,,
FIN,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),36,904,968,3.8,5.8,56,20
FIN,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),22,335,369,6.2,4.1,,
FLNRORD,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),115,2707,2892,4.1,5.4,157,42
FLNRORD,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),40,562,619,6.6,4.4,,
GCPE,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,276,S,5,,
GCPE,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,15,<3,4.3,,
HLTH,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),33,607,656,5.2,5.7,,
HLTH,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),39,470,517,7.7,4.3,,
IRR,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),7,120,127,5.5,4.7,,
IRR,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),7,73,81,8.8,4.1,,
JTT,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,255,S,4.9,,x
JTT,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,79,<3,4.1,,x
LBR,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,141,S,6.5,,
LBR,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,37,<3,5,,
MAH,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),13,208,225,5.9,5.2,,
MAH,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),5,133,144,3.6,4.1,,
MHA,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,29,<3,4.7,,
MHA,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,8,<3,4.3,,
PGT,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,59,<3,5.2,,
PGT,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),S,S,176,S,4.2,,
PO,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,45,<3,5.2,,
PO,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,<3,4,<3,4.5,,
PSSG,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),33,896,970,3.6,5.3,51,18
PSSG,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),72,1783,2084,3.9,5.4,112,40
SDPR,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),91,1081,1205,7.8,4.9,,
SDPR,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),48,568,631,7.8,4.1,,
TAC,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,29,<3,5,,
TAC,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),S,S,32,S,4,,
TRAN,DIS,REG,Occupation,SubTotal_Mngt,Subtotal (Management),19,752,792,2.5,5.1,41,22
TRAN,DIS,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),28,452,494,5.8,4.7,,
AEST,DIS,REG,Region,,Vancouver CMA,<3,S,26,<3,4.8,,
AEST,DIS,REG,Region,,Victoria CMA,S,S,309,S,5.1,,
AG,DIS,REG,Region,,Other B.C. and Not Specified,31,793,850,3.8,5,42,11
AG,DIS,REG,Region,,Vancouver CMA,48,1233,1362,3.7,5.1,69,21
AG,DIS,REG,Region,,Victoria CMA,34,843,910,3.9,4.9,45,11
AGRI,DIS,REG,Region,,Other B.C. and Not Specified,11,202,214,5.2,5.2,,
AGRI,DIS,REG,Region,,Victoria CMA,5,68,73,6.8,5,,
BCPSA,DIS,REG,Region,,Other B.C. and Not Specified,4,66,71,5.7,4.9,,
BCPSA,DIS,REG,Region,,Vancouver CMA,5,60,67,7.7,4.9,,
BCPSA,DIS,REG,Region,,Victoria CMA,18,323,342,5.3,4.8,,
CFD,DIS,REG,Region,,Other B.C. and Not Specified,100,1642,1816,5.7,5.6,,
CFD,DIS,REG,Region,,Vancouver CMA,83,1427,1612,5.5,5.5,,
CFD,DIS,REG,Region,,Victoria CMA,47,740,827,6,5.2,,
CITZ,DIS,REG,Region,,Other B.C. and Not Specified,6,242,250,2.4,6.2,15,9
CITZ,DIS,REG,Region,,Vancouver CMA,4,128,143,3,5,7,3
CITZ,DIS,REG,Region,,Victoria CMA,70,1070,1164,6.1,4.7,,
EAO,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,5,<3,4.3,,
EAO,DIS,REG,Region,,Victoria CMA,S,S,75,S,4.8,,
EDUC,DIS,REG,Region,,Other B.C. and Not Specified,<3,<3,1,<3,5.4,,
EDUC,DIS,REG,Region,,Vancouver CMA,<3,S,50,<3,5,,
EDUC,DIS,REG,Region,,Victoria CMA,S,S,287,S,4.8,,
EMBC,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,19,<3,5.1,,
EMBC,DIS,REG,Region,,Vancouver CMA,<3,S,12,<3,4.7,,
EMBC,DIS,REG,Region,,Victoria CMA,S,S,97,S,4.7,,
EMPR,DIS,REG,Region,,Other B.C. and Not Specified,S,S,60,S,5.2,,
EMPR,DIS,REG,Region,,Vancouver CMA,<3,S,16,<3,6.4,,
EMPR,DIS,REG,Region,,Victoria CMA,S,S,218,S,5,,x
ENV,DIS,REG,Region,,Other B.C. and Not Specified,21,385,420,5.2,5.2,,
ENV,DIS,REG,Region,,Vancouver CMA,6,56,67,9.7,5.3,,
ENV,DIS,REG,Region,,Victoria CMA,13,343,366,3.7,5,18,5
FIN,DIS,REG,Region,,Other B.C. and Not Specified,4,76,82,5,4.8,,
FIN,DIS,REG,Region,,Vancouver CMA,9,289,312,3,4.9,15,6
FIN,DIS,REG,Region,,Victoria CMA,45,874,943,4.9,5.5,,
FLNRORD,DIS,REG,Region,,Other B.C. and Not Specified,103,2316,2481,4.3,5.3,133,30
FLNRORD,DIS,REG,Region,,Vancouver CMA,11,102,117,9.7,5.2,,
FLNRORD,DIS,REG,Region,,Victoria CMA,41,851,913,4.6,5,,
GCPE,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,22,<3,5,,
GCPE,DIS,REG,Region,,Vancouver CMA,<3,S,6,<3,5.4,,
GCPE,DIS,REG,Region,,Victoria CMA,S,S,263,S,5,,
HLTH,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,6,<3,4.5,,
HLTH,DIS,REG,Region,,Vancouver CMA,S,S,155,S,5.3,,
HLTH,DIS,REG,Region,,Victoria CMA,64,931,1012,6.4,5,,
IRR,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,43,<3,4.9,,
IRR,DIS,REG,Region,,Vancouver CMA,<3,S,6,<3,5,,
IRR,DIS,REG,Region,,Victoria CMA,S,S,159,S,4.4,,
JTT,DIS,REG,Region,,Other B.C. and Not Specified,<3,<3,4,<3,5.4,,
JTT,DIS,REG,Region,,Vancouver CMA,<3,S,139,<3,4.5,,x
JTT,DIS,REG,Region,,Victoria CMA,S,S,191,S,4.8,9,6
LBR,DIS,REG,Region,,Other B.C. and Not Specified,6,75,82,7.4,6.1,,
LBR,DIS,REG,Region,,Vancouver CMA,S,S,63,S,6.4,,
LBR,DIS,REG,Region,,Victoria CMA,<3,S,33,<3,6,,
MAH,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,7,<3,4.3,,
MAH,DIS,REG,Region,,Vancouver CMA,<3,S,62,<3,4.6,,
MAH,DIS,REG,Region,,Victoria CMA,S,S,300,S,4.9,,
MHA,DIS,REG,Region,,Vancouver CMA,<3,<3,1,<3,3.8,,
MHA,DIS,REG,Region,,Victoria CMA,<3,S,36,<3,4.7,,
PGT,DIS,REG,Region,,Other B.C. and Not Specified,<3,S,21,<3,4.1,,
PGT,DIS,REG,Region,,Vancouver CMA,S,S,202,S,4.5,,
PGT,DIS,REG,Region,,Victoria CMA,<3,S,12,<3,4.1,,
PO,DIS,REG,Region,,Other B.C. and Not Specified,<3,<3,3,<3,4.6,,
PO,DIS,REG,Region,,Vancouver CMA,<3,<3,1,<3,4.3,,
PO,DIS,REG,Region,,Victoria CMA,<3,S,45,<3,5.2,,
PSSG,DIS,REG,Region,,Other B.C. and Not Specified,35,935,1083,3.6,5.5,60,25
PSSG,DIS,REG,Region,,Vancouver CMA,47,1129,1312,4,5.4,71,24
PSSG,DIS,REG,Region,,Victoria CMA,23,615,659,3.6,5,33,10
SDPR,DIS,REG,Region,,Other B.C. and Not Specified,66,620,707,9.6,4.7,,
SDPR,DIS,REG,Region,,Vancouver CMA,52,581,651,8.2,4.7,,
SDPR,DIS,REG,Region,,Victoria CMA,21,448,478,4.5,4.6,,
TAC,DIS,REG,Region,,Vancouver CMA,<3,S,8,<3,4.1,,
TAC,DIS,REG,Region,,Victoria CMA,S,S,53,S,4.5,,
TRAN,DIS,REG,Region,,Other B.C. and Not Specified,21,645,683,3.2,5,34,13
TRAN,DIS,REG,Region,,Vancouver CMA,12,219,240,5.2,5.1,,
TRAN,DIS,REG,Region,,Victoria CMA,14,340,363,4,4.9,18,4
AEST,VM,REG,Occupation,Management,Middle and Other Managers,7,35,44,16.7,9.5,,
AEST,VM,REG,Occupation,Management,Professionals,20,80,105,20,25.2,27,7
AEST,VM,REG,Occupation,Management,Senior Managers,<3,S,17,<3,10.2,,
AEST,VM,REG,Occupation,Management,Supervisors,S,S,16,S,24.8,,
AEST,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,20,79,103,20.2,19.1,,
AEST,VM,REG,Occupation,NonManagement,Clerical Personnel,12,35,50,25.5,26.6,,
AG,VM,REG,Occupation,Management,Middle and Other Managers,24,127,156,15.9,9.5,,
AG,VM,REG,Occupation,Management,Professionals,123,887,1072,12.2,18,193,70
AG,VM,REG,Occupation,Management,"Semi-professionals, Technicians",13,94,115,12.1,27.3,31,18
AG,VM,REG,Occupation,Management,Senior Managers,3,36,39,7.7,10.2,,
AG,VM,REG,Occupation,Management,Supervisors,12,19,32,38.7,24.8,,
AG,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,120,549,690,17.9,21.4,,
AG,VM,REG,Occupation,NonManagement,Clerical Personnel,137,417,591,24.7,19.9,,
AG,VM,REG,Occupation,NonManagement,Intermediate Sales & Service,70,323,427,17.8,9.1,,
AGRI,VM,REG,Occupation,Management,Middle and Other Managers,S,S,20,S,9.5,,
AGRI,VM,REG,Occupation,Management,Professionals,36,153,192,19,15,,
AGRI,VM,REG,Occupation,Management,Senior Managers,<3,S,9,<3,10.2,,
AGRI,VM,REG,Occupation,Management,Supervisors,<3,S,5,<3,24.8,,
AGRI,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,38,S,19.8,,
AGRI,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,23,<3,26.6,,x
BCPSA,VM,REG,Occupation,Management,Middle and Other Managers,S,S,94,S,9.5,,
BCPSA,VM,REG,Occupation,Management,Professionals,34,172,207,16.5,19.1,,
BCPSA,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,1,<3,32.5,,
BCPSA,VM,REG,Occupation,Management,Senior Managers,<3,S,18,<3,10.2,,
BCPSA,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,13,56,72,18.8,19.4,,
BCPSA,VM,REG,Occupation,NonManagement,Clerical Personnel,20,63,88,24.1,26.6,,
CFD,VM,REG,Occupation,Management,Middle and Other Managers,22,149,180,12.9,9.5,,
CFD,VM,REG,Occupation,Management,Professionals,471,2049,2722,18.7,17.1,,
CFD,VM,REG,Occupation,Management,"Semi-professionals, Technicians",30,121,165,19.9,19.9,,
CFD,VM,REG,Occupation,Management,Senior Managers,<3,S,42,<3,10.2,,x
CFD,VM,REG,Occupation,Management,Supervisors,S,S,149,S,24.9,,x
CFD,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,25,138,171,15.3,19.7,34,9
CFD,VM,REG,Occupation,NonManagement,Clerical Personnel,108,529,681,17,26.6,181,73
CFD,VM,REG,Occupation,NonManagement,Crafts and Trades,<3,S,5,<3,37.4,,
CFD,VM,REG,Occupation,NonManagement,Intermediate Sales & Service,S,S,135,S,20.3,,
CFD,VM,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,S,5,<3,36.7,,
CITZ,VM,REG,Occupation,Management,Middle and Other Managers,29,158,189,15.5,9.6,,
CITZ,VM,REG,Occupation,Management,Professionals,81,379,474,17.6,32.4,154,73
CITZ,VM,REG,Occupation,Management,"Semi-professionals, Technicians",6,4,12,60,34.4,,
CITZ,VM,REG,Occupation,Management,Senior Managers,4,41,45,8.9,10.2,,
CITZ,VM,REG,Occupation,Management,Supervisors,4,47,51,7.8,24.7,13,9
CITZ,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,59,343,416,14.7,19.2,80,21
CITZ,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,369,S,26,,x
CITZ,VM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,33.2,,
EAO,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,18,<3,9.5,,
EAO,VM,REG,Occupation,Management,Professionals,<3,S,32,<3,15.9,,x
